"text", "translation"
"さあ、2番人気はこの娘\nここまで無敗二冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, who has been undefeated so far and has a good shot at winning the double crown."
"対抗するのはここまで無敗二冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","My opponent is the undefeated, double crowned horse girl %h_pop2, who is as good as the favorite."
"2番人気はここまで無敗二冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the undefeated, double crown winner, Uma Musume %h_pop2, and she's well on her way to victory."
"さあ、2番人気はこの娘\nここまで無敗二冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is this girl, the undefeated, double crowned horse girl %h_pop2, and she's going head to head."
"対抗するのはここまで無敗二冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","My opponent is the undefeated, double crowned horse girl %h_pop2, and she has a good shot at victory."
"2番人気はここまで無敗二冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the undefeated, double crowned horse girl %h_pop2, and she's looking for a head-to-head battle."
"さあ、2番人気はこの娘\nここまで無敗二冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, the undefeated, double crowned horse girl %h_pop2, who is as good as the first favorite."
"ここまで無敗二冠ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","So far, she's the undefeated, double crowned horse girl %h_pop3 and currently the third most popular horse girl in the world!"
"ここまで無敗二冠ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","So far, %h_pop3 is the 3rd most popular undefeated double crown horse girl. Can they win the championship?"
"ここまで無敗二冠ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","So far, the undefeated and double crowned horse girl %h_pop3 is now the third most popular, but can she win?"
"ここまで無敗二冠ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","So far, she's the 3rd most popular undefeated double crown horse girl. %h_pop3 is definitely the best!"
"ここまで無敗二冠ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","So far, undefeated, double crowned horse girl %h_pop3, currently the third most popular, and definitely the most talented!"
"ここまで無敗二冠ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","So far, %h_pop3 is the most popular undefeated double crown horse girl in the world. The hottest horse girl in town!"
"注目のここまで無敗二冠ウマ娘\n%h_player\n%p_waku_banでの出走","Featured so far in the undefeated double crown Uma Musume %h_player %p_waku_ban"
"現在、1番人気は2大マイル戦覇者\n%h_pop1","The current favorite is the two major mileage champions %h_pop1"
"このレース、最も人気を集めているのは\n2大マイル戦覇者\n%h_pop1、1番人気です","The biggest favorite in this race is the two-time mileage champion, %h_pop1, the favorite!"
"さあ、1番人気の紹介です\n2大マイル戦覇者\n%h_pop1","Now, let's meet the favorite. The two biggest mileage champions %h_pop1"
"1番人気はもちろんこの娘\n2大マイル戦覇者\n%h_pop1","The first favorite, of course, is this girl's two biggest mileage champions %h_pop1"
"続く2番人気は2大マイル戦覇者\n%h_pop2","The next favorite is the two-time mileage champion %h_pop2."
"2番人気を紹介しましょう\n2大マイル戦覇者\n%h_pop2","Let me introduce you to the number two favorite, the two biggest mileage champions %h_pop2"
"実力は負けていません\n2番人気、2大マイル戦覇者\n%h_pop2","She's a force to be reckoned with. 2nd favorite, winner of two major mileage races %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、2大マイル戦覇者\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the winner of two major mileage races %h_pop2"
"3番人気には2大マイル戦覇者\n%h_pop3","The third favorite is the two-time mileage champion %h_pop3."
"3番人気はこの娘です、\n2大マイル戦覇者\n%h_pop3","The third favorite is this girl, the winner of the two biggest mileage races %h_pop3"
"虎視眈々と上位を狙っています\n3番人気は2大マイル戦覇者\n%h_pop3","The third favorite is the winner of two major mileage races. The third favorite is the two-time mileage champion %h_pop3"
"人気と実力を兼ね備えた\n2大マイル戦覇者\n%h_pop3\n今日は3番人気です","Two major mileage champions who are both popular and talented %h_pop3 Today, I'm the third favorite."
"さあ、今日の主役はこのウマ娘をおいて他にいない\n2大マイル戦覇者\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, the winner of the two major mileage races, %h_pop1, the favorite!"
"威風堂々とスタートを待つのはこのウマ娘\n2大マイル戦覇者\n%h_pop1、1番人気です","Waiting for the majestic start is the two-time Uma Musume mileage champion, %h_pop1, the favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\n2大マイル戦覇者\n%h_pop1、1番人気です","The two-time mileage champion, %h_pop1, is the favorite, carrying the expectations of the fans in the stands."
"対抗するのは2大マイル戦覇者\n%h_pop2\n真っ向勝負に注目だ","She'll be going head-to-head with the two-time mileage champion, %h_pop2."
"2番人気は2大マイル戦覇者\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is the winner of the two major mileage races %h_pop2and his ability is second to none."
"さあ、2番人気はこの娘\n2大マイル戦覇者\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is this girl's two biggest mileage champions, %h_pop2, and she's good enough to win."
"対抗するのは2大マイル戦覇者\n%h_pop2\n実力は1番人気にも引けを取りません","His opponent is the two-time mileage champion %h_pop2, and she's just as good as the favorite."
"2番人気は2大マイル戦覇者\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the winner of the two major mileage races, %h_pop2, and she's well on his way to victory."
"さあ、2番人気はこの娘\n2大マイル戦覇者\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is this girl's two biggest mileage champions, %h_pop2, and we're looking at a head-to-head battle."
"対抗するのは2大マイル戦覇者\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is the two major mileage champions, %h_pop2, and they have a good shot at victory."
"2番人気は2大マイル戦覇者\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the winner of the two biggest mileage races, %h_pop2, and we're looking at a head-to-head battle."
"さあ、2番人気はこの娘\n2大マイル戦覇者\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, the winner of two major mileage races, %h_pop2, who is as good as the favorite."
"2大マイル戦覇者\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","Two-time mileage champion %h_pop3, currently the third most popular horse girl in the world!"
"2大マイル戦覇者\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","She's the 3rd most popular of the two great mileage champions, %h_pop. Can she win the race?"
"2大マイル戦覇者\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Two major mileage champions %h_pop3 Could the third favorite win the race?"
"2大マイル戦覇者\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","She's the 3rd most popular of the two great mileage champions, %h_pop. He's definitely the best!"
"2大マイル戦覇者\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Two major mileage champions %h_pop3currently the third most popular and definitely the most talented!"
"2大マイル戦覇者\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Two-time Mile champion %h_pop3 is the third favorite. She's a hot stock horse!"
"注目の2大マイル戦覇者\n%h_player\n%p_waku_banでの出走","Two major mileage champions in the spotlight %h_player %p_waku_ban"
"現在、1番人気はここまで無敗2大マイル戦覇者\n%h_pop1","Currently, the favorite is the undefeated two-time mileage champion %h_pop1."
"このレース、最も人気を集めているのは\nここまで無敗2大マイル戦覇者\n%h_pop1、1番人気です","The biggest favorite in this race is the undefeated two-time mileage champion %h_pop1, who is the favorite."
"さあ、1番人気の紹介です\nここまで無敗2大マイル戦覇者\n%h_pop1","Now, let me introduce you to the favorite. The undefeated champion of the two biggest mileage races so far, %h_pop1."
"1番人気はもちろんこの娘\nここまで無敗2大マイル戦覇者\n%h_pop1","The favorite, of course, is this girl, the undefeated champion of the two major mile races so far %h_pop1."
"続く2番人気はここまで無敗2大マイル戦覇者\n%h_pop2","The next favorite is the undefeated champion of two major mile races, %h_pop2."
"2番人気を紹介しましょう\nここまで無敗2大マイル戦覇者\n%h_pop2","Let's take a look at the second favorite, so far undefeated and the winner of the two biggest mileage races %h_pop2"
"実力は負けていません\n2番人気、ここまで無敗2大マイル戦覇者\n%h_pop2","She's a force to be reckoned with. The second favorite, undefeated so far, and the winner of the two biggest mile races %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗2大マイル戦覇者\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the undefeated champion of two major mile races so far %h_pop2"
"3番人気にはここまで無敗2大マイル戦覇者\n%h_pop3","The third favorite is the undefeated champion of the two biggest mileage races so far, %h_pop3."
"3番人気はこの娘です、\nここまで無敗2大マイル戦覇者\n%h_pop3","The third favorite is this girl, undefeated so far in two major mileage races, %h_pop3."
"虎視眈々と上位を狙っています\n3番人気はここまで無敗2大マイル戦覇者\n%h_pop3","The third favorite is the undefeated winner of two major mile races. The third favorite is the undefeated champion of two major mileage races, %h_pop3."
"人気と実力を兼ね備えた\nここまで無敗2大マイル戦覇者\n%h_pop3\n今日は3番人気です","The undefeated champion of two major mileage races so far, who is both popular and talented %h_pop3, is the third favorite today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗2大マイル戦覇者\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, the undefeated two-time Mile champion %h_pop1, the favorite so far!"
